COM Port 1:
56498367000000;null
56498368000000;03440
56498368000000;03370
56498368000000;03429
56498368000000;03524
56498368000000;03436
56498368000000;03455
56498368000000;03394
56498368000000;03495
56498368000000;03366
56498369000000;03429
56498369000000;03493
56498369000000;03412
56498369000000;03441
56498369000000;03395
56498369000000;03440
56498369000000;03370
56498369000000;03434
56498369000000;03666
56498369000000;03416
56498369000000;03435
56498369000000;03397
56498370000000;03414
56498370000000;03379
56498370000000;03443
56498370000000;03359
56498370000000;03425
56498370000000;03449
56498370000000;03410
56498370000000;03453
56498370000000;03393
56498370000000;03507
56498370000000;03365
56498370000000;03427
56498371000000;03504
56498371000000;03413
56498371000000;03453
56498371000000;03392
56498371000000;03507
56498371000000;03367
56498371000000;03427
56498371000000;03536
56498371000000;03413
56498371000000;03451
56498371000000;03388
56498372000000;03461
56498372000000;03354
56498372000000;03428
56498372000000;03464
56498372000000;03411
56498372000000;03451
56498372000000;03394
56498372000000;03460
56498372000000;03368
56498372000000;03435
56498372000000;03670
56498372000000;03419
56498372000000;03447
56498372000000;03400
56498372000000;03444
56498373000000;03381
56498373000000;03438
56498373000000;03372
56498373000000;03428
56498373000000;03462
56498373000000;03410
56498373000000;03437
56498373000000;03390
56498373000000;03498
56498373000000;03368
56498374000000;03433
56498374000000;03543
56498374000000;03437
56498374000000;03435
56498374000000;03390
56498374000000;03454
56498374000000;03364
56498374000000;03431
56498374000000;03709
56498374000000;03438
56498374000000;03439
56498374000000;03390
56498374000000;03454
56498374000000;03365
56498374000000;03432
56498374000000;03710
56498374000000;03415
56498374000000;03421
56498374000000;03394
56498374000000;03453
56498375000000;03372
56498375000000;03437
56498375000000;03648
56498375000000;03421
56498375000000;03486
56498375000000;03401
56498375000000;03445
56498375000000;03381
56498375000000;03441
56498375000000;03359
56498375000000;03429
56498375000000;03468
56498375000000;03408
56498375000000;03429
56498375000000;03390
56498375000000;03465
56498375000000;03368
56498376000000;03431
56498376000000;03573
56498376000000;03437
56498376000000;03426
56498376000000;03391
56498376000000;03443
56498376000000;03364
56498376000000;03435
56498376000000;03722
56498376000000;03440
56498376000000;03426
56498376000000;03391
56498393000000;03465
56498393000000;03361
56498393000000;03433
56498393000000;03699
56498393000000;03437
56498393000000;03429
56498393000000;03389
56498393000000;03428
56498393000000;03365
56498403000000;03436
56498403000000;03706
56498403000000;03415
56498403000000;03357
56498403000000;03396
56498403000000;03420
56498403000000;03375
56498403000000;03439
56498403000000;03581
56498419000000;03421
56498419000000;03442
56498419000000;03404
56498419000000;03398
56498419000000;03384
56498419000000;03442
56498419000000;03356
56498419000000;03426
56498419000000;03452
56498435000000;03408
56498435000000;03450
56498435000000;03394
56498435000000;03495
56498435000000;03365
56498435000000;03429
56498435000000;03462
56498435000000;03410
56498435000000;03442
56498451000000;03393
56498451000000;03494
56498451000000;03437
56498451000000;03432
56498451000000;03389
56498451000000;03453
56498451000000;03364
56498451000000;03433
56498451000000;03604
56498451000000;03436
56498467000000;03436
56498467000000;03390
56498467000000;03453
56498467000000;03364
56498467000000;03432
56498467000000;03643
56498467000000;03438
56498467000000;03437
56498467000000;03391
56498483000000;03453
56498483000000;03364
56498483000000;03433
56498483000000;03709
56498483000000;03437
56498483000000;03439
56498483000000;03390
56498483000000;03452
56498483000000;03365
56498499000000;03432
56498499000000;03718
56498499000000;03437
56498499000000;03369
56498499000000;03429
56498499000000;03465
56498499000000;03409
56498499000000;03457
56498499000000;03390
56498499000000;03454
56498514000000;03357
56498515000000;03428
56498515000000;03451
56498515000000;03408
56498515000000;03449
56498515000000;03393
56498515000000;03495
56498515000000;03365
56498515000000;03429
56498531000000;03464
56498531000000;03410
56498531000000;03444
56498531000000;03393
56498531000000;03495
56498531000000;03364
56498531000000;03428
56498531000000;03460
56498531000000;03409
56498546000000;03445
56498547000000;03392
56498547000000;03496
56498547000000;03364
56498547000000;03428
56498547000000;03452
56498547000000;03411
56498547000000;03442
56498547000000;03394
56498563000000;03493
56498563000000;03368
56498563000000;03429
56498563000000;03505
56498563000000;03411
56498563000000;03442
56498563000000;03394
56498563000000;03494
56498563000000;03368
56498578000000;03430
56498578000000;03488
56498579000000;03410
56498579000000;03441
56498579000000;03393
56498579000000;03493
56498579000000;03439
56498579000000;03437
56498579000000;03391
56498595000000;03453
56498595000000;03363
56498595000000;03432
56498595000000;03688
56498595000000;03437
56498595000000;03439
56498595000000;03389
56498595000000;03453
56498595000000;03363
56498595000000;03433
56498611000000;03628
56498611000000;03437
56498611000000;03437
56498611000000;03390
56498611000000;03453
56498611000000;03363
56498611000000;03432
56498611000000;03698
56498611000000;03437
